App Name,App Id,Category,Rating,Rating Count,Installs,Minimum Installs,Maximum Installs,Free,Price,Currency,Size,Minimum Android,Developer Id,Developer Website,Developer Email,Released,Last Updated,Content Rating,Privacy Policy,Ad Supported,In App Purchases,Editors Choice,Scraped Time
AR ASSALAM PUTRI,com.AssalamPI.Ar,Art & Design,4.7,7,50+,50,96,TRUE,0,USD,60M,4.0 and up,Lada Pedas,https://www.ladapedas.com/about,apk.ladapedas@gmail.com,"Apr 20, 2018","Apr 20, 2018",Everyone,https://www.ladapedas.com/about,FALSE,FALSE,FALSE,16-06-2021 02:48
MyGol - Referee,es.tsmgroup.mygol.referee,Sports,0,0,"1,000+",1000,1364,TRUE,0,USD,55M,5.0 and up,TSM Group,http://tsmgroup.es/,tsm@tsmgroup.es,"Apr 3, 2020","May 20, 2021",Everyone,http://tsmgroup.es/aviso_legal.php?id=avis,FALSE,FALSE,FALSE,16-06-2021 02:48
FEELIN YOU-APUS Launcher theme,com.apusapps.theme.i_feelin_you_d5e07b8ea3,Personalization,4.1,300,"10,000+",10000,40066,TRUE,0,USD,4.6M,4.1 and up,CoolAppPub,http://www.apusapps.com,useforapp2016@gmail.com,"May 10, 2016","May 08, 2020",Everyone,http://static.themes.apusapps.com/theme/privacypolicy.html,TRUE,FALSE,FALSE,16-06-2021 02:48
Flowers 7,com.andromo.dev466877.app485379,Photography,0,0,500+,500,734,TRUE,0,USD,3.9M,2.3.3 and up,Elisei,,elisei1704@gmail.com,"Mar 17, 2016","Mar 17, 2016",Everyone,https://eliseiapps.blogspot.com/p/privacy-policy.html,TRUE,FALSE,FALSE,16-06-2021 02:48
Dallas Cowboys The Star,com.cowboys.star.android,Sports,4.4,12,"5,000+",5000,5142,TRUE,0,USD,22M,4.0.3 and up,Dallas Cowboys,http://thestarinfrisco.com/contact-us,derekeagleton@dallascowboys.net,"Dec 9, 2016","Sep 26, 2017",Everyone,http://dallascowboys.com/privacy,FALSE,FALSE,FALSE,16-06-2021 02:48
Radio de República Checa,com.lirg2206.radiosderepublicacheca,Music & Audio,0,0,1+,1,1,TRUE,0,USD,5.7M,4.4 and up,Lirg2206,,lirg2206@gmail.com,"Aug 8, 2019","Aug 08, 2019",Teen,https://www.facebook.com/notes/lirg-apps/privacy-policy-for-mobile-applications/268214757353869/,TRUE,FALSE,FALSE,16-06-2021 02:48
誠信海鮮酒家,pack.example.kontin,Food & Drink,0,0,10+,10,14,TRUE,0,USD,2.2M,4.0.3 and up,PERICLES TECHNOLOGY LTD,http://www.pericles.net,pericles@pericles.net,"Mar 25, 2019","Mar 25, 2019",Everyone,http://www.pericles.net,FALSE,FALSE,FALSE,16-06-2021 02:48
Buffalo Wings & Rings,com.buffalowingsandrings.app,Food & Drink,3,121,"10,000+",10000,40173,TRUE,0,USD,60M,5.0 and up,Buffalo Wings & Rings,https://www.buffalowingsandrings.com/,bwrlocations@gmail.com,"Mar 2, 2019","Aug 06, 2020",Everyone,https://www.buffalowingsandrings.com/legal,FALSE,FALSE,FALSE,16-06-2021 02:48
Crime Mysteries™: Find objects & match 3 puzzle,com.g5e.crimemysteries.android,Adventure,4.4,8628,"100,000+",100000,194293,TRUE,0,USD,135M,4.3 and up,G5 Entertainment,http://www.g5e.com,support@g5e.com,"Sep 9, 2020","Jun 07, 2021",Everyone,http://www.g5e.com/privacypolicy,TRUE,TRUE,FALSE,16-06-2021 02:48
Pir-e-Kamil Urdu Novel - Umera Ahmad,com.kambohstudio.pir_e_kamil.urdunovel.free,Books & Reference,4.8,240,"10,000+",10000,39299,TRUE,0,USD,31M,4.1 and up,Kamboh Studio,,kambohstudio68@gmail.com,"Jul 20, 2018","Mar 27, 2021",Everyone,https://docs.google.com/document/d/e/2PACX-1vTeevollr1pdnhn0N96dPUf3sGJ7YNhmTdgNQozd6pBOuZY3lmwMxQmPct2Z0BshxEMrma1HxeUfXH-/pub,TRUE,FALSE,FALSE,16-06-2021 02:48
Stories Gone Mad,com.BumbleB2na.StoriesGoneMad,Word,2.9,138,"10,000+",10000,19130,TRUE,0,USD,2.5M,4.4 and up,Mobile Web Smart,http://mobilewebsmart.com/StoriesGoneMad,info@mobilewebsmart.com,"Oct 2, 2013","Nov 28, 2019",Everyone,http://mobilewebsmart.com/StoriesGoneMad/privacypolicy.html,FALSE,FALSE,FALSE,16-06-2021 02:48
Lagu Kamen Rider X Aid Offline Lyrics,com.Upnormal.Lagukamenriderxaidoffline,Music & Audio,4.5,596,"50,000+",50000,98661,TRUE,0,USD,39M,4.0.3 and up,Upnormal!,https://upnormalone.blogspot.com/,egahendra@gmail.com,"Nov 22, 2019","Mar 15, 2020",Everyone,https://docs.google.com/document/d/1Mx9n7t4MJKX_XoIu5Jvlsl2f0MW5Ai4XNojDIeKfZDc/edit?usp=sharing,TRUE,FALSE,FALSE,16-06-2021 02:48
IELTS Full Preparation - Practice Test 2020,com.pineapplestudio.ielts_preparation,Education,4.6,8,"100,000+",100000,137130,TRUE,0,USD,11M,4.1 and up,Pineapple Studio Pty Ltd,https://pineapplestudio.com.au,admin@pineapplestudio.com.au,"Nov 7, 2017","Aug 02, 2019",Everyone,https://pineapplestudio.com.au/ielts-privacy-policy/,TRUE,TRUE,FALSE,16-06-2021 02:48
Bubble Shooter,com.dimples.bubble.shooter,Arcade,0,0,100+,100,124,TRUE,0,USD,18M,4.1 and up,Dimples,,nastenatretyakova1997@gmail.com,"Jun 20, 2020","Apr 24, 2021",Everyone,https://sites.google.com/view/dimples-privacy-policy,TRUE,FALSE,FALSE,16-06-2021 02:48
Living Truth of Christ Church,org.jeffmikels.livingtruth,Lifestyle,0,0,10+,10,18,TRUE,0,USD,28M,6.0 and up,Jeff Mikels,http://jeffmikels.org,jeffmikels@gmail.com,"Oct 16, 2018","Mar 19, 2021",Everyone,http://livingtruthofchristchurch.org/privacy-policy/,FALSE,FALSE,FALSE,16-06-2021 02:48
FamilyCloud,com.hugsun.appcloud,Tools,2.3,7,500+,500,654,TRUE,0,USD,11M,5.0 and up,深圳市海格森科技有限公司,http://hugsun.com.cn,foxluo001@gmail.com,"Dec 10, 2020","Mar 29, 2021",Everyone,http://www.hugsun.com.cn/,FALSE,FALSE,FALSE,16-06-2021 02:48
Bingara Gorge Golf Course,com.gallusgolf.c452.android.bingaragolf,Sports,3.2,5,100+,100,334,TRUE,0,USD,16M,5.1 and up,Gallus Golf,http://GallusGolf.com,AndroidDeveloper@gallusgolf.com,"Oct 2, 2014","Jun 10, 2021",Everyone,http://gallusgolf.com/privacy,FALSE,FALSE,FALSE,16-06-2021 02:48
Watch Face: Sunflowers,dlc.com.vn.watchfacesunflowers,Personalization,0,0,10+,10,11,TRUE,0,USD,5.4M,6.0 and up,Poster Jam,,moreandmore1990@gmail.com,"Jun 27, 2018","Jun 27, 2018",Everyone,,TRUE,FALSE,FALSE,16-06-2021 02:48
Radyo Yedirenk,com.radyouygulama.radyoyedirenk,Music & Audio,0,0,10+,10,33,TRUE,0,USD,4.7M,4.1 and up,Radyo Hizmeti - Interaktif Canlı Yayın Hizmetleri,http://radyoyedirenk.com,radyo@radyohizmeti.com,"Jul 3, 2019","Jul 03, 2019",Everyone,https://radyohizmeti.com,FALSE,FALSE,FALSE,16-06-2021 02:48
Cable Dictionary,com.sampoytech.cable_dictionary,Books & Reference,0,0,100+,100,212,TRUE,0,USD,12M,4.0 and up,SampoyTech,http://Sampoytech.com,info@sampoytech.com,"Jan 11, 2018","Jan 11, 2018",Everyone,,TRUE,FALSE,FALSE,16-06-2021 02:48
Interval Stopwatch,com.appboi.myapplication,Tools,0,0,10+,10,46,TRUE,0,USD,3.9M,4.1 and up,BockHornJS,,dfelbel78@gmail.com,"Aug 7, 2020","Aug 07, 2020",Everyone,,TRUE,FALSE,FALSE,16-06-2021 02:48
Yaroslavl Bus Map Offline,com.busmapoffline.yaroslavl,Maps & Navigation,0,0,1+,1,3,TRUE,0,USD,4.8M,4.1 and up,Enkom Apps,https://enkomapp-ads.wuvistudio.com/,enkomapps@gmail.com,"Jun 20, 2019","Oct 17, 2019",Everyone 10+,https://enkomapps.blogspot.com/2018/09/privacy-policy.html,TRUE,FALSE,FALSE,16-06-2021 02:48
Class 6 Maths NCERT Solution in English 2021,com.maths.solution.english,Education,4.8,6,500+,500,861,TRUE,0,USD,12M,4.4 and up,Mr Dheeraj,,Dilawarkmr@gmail.com,"May 1, 2021","May 01, 2021",Everyone,,TRUE,FALSE,FALSE,16-06-2021 02:48
French - Arabic dictionary,com.prodict.frarf,Education,4.3,9178,"1,000,000+",1000000,1484569,TRUE,0,USD,9.4M,4.0.3 and up,ProDict,,info.prodict@gmail.com,"Oct 6, 2014","Aug 30, 2019",Everyone,https://sites.google.com/site/prodictpolice/,TRUE,FALSE,FALSE,16-06-2021 02:48
Piggy Wallpapers,com.piggy.prawiro,Personalization,4.7,31,"1,000+",1000,2671,TRUE,0,USD,12M,4.4 and up,Prawiro,https://latestwallpaper123.blogspot.com/,tremox@yahoo.com,"Mar 26, 2019","Feb 16, 2021",Everyone,https://docs.google.com/document/d/1uDrwG5IsLNgGKvOJiYFV5kb0dPL_y4XHkegnOJtDhK4/edit?usp=sharing,TRUE,FALSE,FALSE,16-06-2021 02:48
11-Nov,com.yallaya.eleveneleven,Lifestyle,0,0,100+,100,170,TRUE,0,USD,9.7M,4.0.3 and up,yalla ya!,https://www.11-11jerusalem.org/,support@yalla-ya.com,"Mar 5, 2020","Apr 06, 2020",Everyone,https://yalla-ya.com/privacy-policy,FALSE,FALSE,FALSE,16-06-2021 02:48
Color Cannon,com.sjgame.app.colorcannon,Puzzle,3.6,5,"1,000+",1000,3993,TRUE,0,USD,27M,4.1 and up,S'Valley,https://s-valley.github.io/,springvalley701@gmail.com,"Sep 12, 2020","Sep 29, 2020",Everyone,https://s-valley.github.io/privacypolicy.html,TRUE,TRUE,FALSE,16-06-2021 02:48
3D Halloween Live Wallpaper,com.wallpaper.zhilin.TD.Halloween,Personalization,4,52,"5,000+",5000,7295,TRUE,0,USD,9.8M,3.0 and up,Live wallpaper HD,,guanzhilin228@gmail.com,"Sep 30, 2015","Oct 09, 2016",Everyone,,TRUE,FALSE,FALSE,16-06-2021 02:48
Pelet Cinta Ampuh Tanpa Puasa,com.berkahdevappstopviral.peletcintaampuhtanpapuasa,Books & Reference,0,0,500+,500,971,TRUE,0,USD,3.3M,4.0.3 and up,Berkah Dev Apps Top Viral,,berkahdevappstopviral@gmail.com,"Jan 17, 2019","Nov 14, 2019",Everyone,https://berkahdevappstopviral.blogspot.com/2019/01/privacy-policy.html,TRUE,FALSE,FALSE,16-06-2021 02:48
Be Connected Hive,com.mightybell.bchive,Social,0,0,100+,100,105,TRUE,0,USD,Varies with device,5.0 and up,Mighty Networks,https://www.bc-hive.org/,android@mightynetworks.com,"Jul 15, 2020","Jun 04, 2021",Teen,https://www.mightynetworks.com/privacy-policy,FALSE,FALSE,FALSE,16-06-2021 02:48
iHome ACIS,com.acis.ihome,House & Home,4.6,24,"1,000+",1000,2740,TRUE,0,USD,62M,5.0 and up,Acis Developer,http://acis.com.vn/,acis.dev2015@gmail.com,"Sep 6, 2018","Jun 14, 2021",Everyone,https://acis.com.vn/privacy-policy/?lang=en,FALSE,FALSE,FALSE,16-06-2021 02:48
Radio Krajan,net.radiokrajan.ba.androidc83,Music & Audio,0,0,10+,10,35,TRUE,0,USD,16M,4.4 and up,DESTINY MEDIA,,radiokrajan@gmail.com,"Apr 11, 2020","Apr 21, 2020",Everyone,https://apps.buzapps.net/application/privacypolicy/index/id/5e8e6c05ea39b,FALSE,FALSE,FALSE,16-06-2021 02:48
Automation,com.kirlanik1332,Books & Reference,0,0,"1,000+",1000,2842,TRUE,0,USD,9.3M,5.1 and up,LLC Kirlanik,http://kirlanik.com/,oookirlanik@gmail.com,"Mar 14, 2019","Apr 23, 2021",Everyone,http://www.kirlanik.com/privacy_policy/1332.html,TRUE,TRUE,FALSE,16-06-2021 02:48
Can't Stop Dice,com.unaiyecora.cantstopdice,Entertainment,0,0,"1,000+",1000,1540,TRUE,0,USD,947k,4.0 and up,Unai Yécora,http://unaiyecora.com,unaiyecora@gmail.com,"Apr 6, 2016","Apr 07, 2016",Everyone,,FALSE,FALSE,FALSE,16-06-2021 02:48
Flutter Neumorphic Calculator,dev.luhluh.neucalcu,Tools,4.9,11,100+,100,430,TRUE,0,USD,5.9M,4.1 and up,LuhLuh,,castro.ralph17@gmail.com,"May 24, 2020","Jun 22, 2020",Everyone,,FALSE,FALSE,FALSE,16-06-2021 02:48
Суахили словарь,com.tysivapp.vocab.vocabkiswahili,Education,0,0,50+,50,99,TRUE,0,USD,2.7M,5.0 and up,Tysiv App,,tysiv.app@gmail.com,"Nov 12, 2017","Oct 21, 2019",Everyone,,TRUE,FALSE,FALSE,16-06-2021 02:48
Devi Integrative Health,com.devihealth.bodysite,Health & Fitness,0,0,5+,5,6,TRUE,0,USD,Varies with device,Varies with device,BodySite,http://devimgmt.com/,info@bodysite.com,"Apr 20, 2018","Jul 11, 2019",Everyone,http://devi.pages.ontraport.net/,FALSE,FALSE,FALSE,16-06-2021 02:48
الأجوبة المهدوية,com.m_mahdi.alajwebh_almahdaweh,Books & Reference,4.7,151,"10,000+",10000,17732,TRUE,0,USD,30M,4.1 and up,alimam.almahdi.center,http://www.m-mahdi.com,admin@m-mahdi.com,"Apr 29, 2018","May 28, 2018",Everyone,http://m-mahdi.net/answers/privacy_policy.html,FALSE,FALSE,FALSE,16-06-2021 02:48
texture tie,com.texturetie.AppQkuk80,Lifestyle,0,0,100+,100,412,TRUE,0,USD,4.8M,2.3 and up,QkukApp,,appkikuk@gmail.com,"Jun 21, 2016","Dec 03, 2018",Everyone,,TRUE,FALSE,FALSE,16-06-2021 02:48
Grand Word Hotel,com.yfactorysoft.grandwordhotel,Word,3.5,30,"5,000+",5000,8425,TRUE,0,USD,58M,5.0 and up,Y Factory Inc.,http://www.yfactorysoft.com,contact@yfactorysoft.com,"Aug 1, 2019","Sep 24, 2020",Everyone,http://yfactorysoft.com/privacy-policy/,TRUE,TRUE,FALSE,16-06-2021 02:48
Wallpaper for Coraline,com.khafafa.coraline,Personalization,4,28,"1,000+",1000,3612,TRUE,0,USD,15M,4.2 and up,Khafafa APPS Developer,https://khafafa-appsdev.blogspot.com/,kabulabidin3@gmail.com,"Apr 20, 2021","Apr 20, 2021",Teen,https://khafafa-appsdeveloper.blogspot.com/2021/03/privacy-policy.html,TRUE,FALSE,FALSE,16-06-2021 02:48
Kioske Lanches,com.MeuDeliveryProprio.KioskeLanches,Food & Drink,0,0,5+,5,7,TRUE,0,USD,14M,6.0 and up,Meu Delivery Próprio,,Deliveryprem@gmail.com,"Dec 18, 2020","Dec 18, 2020",Everyone,http://kioskelanches.sinergiapremium.com/privacidade,FALSE,FALSE,FALSE,16-06-2021 02:48
Quick Math,espengineer.android.quickmath,Educational,4,22,"1,000+",1000,3776,TRUE,0,USD,20M,2.3 and up,espengineer,http://www.espengineer.com/,espengineer.info@gmail.com,"Mar 31, 2016","Jul 05, 2016",Everyone,http://espengineer.com/index.php/privacy-policy/,TRUE,FALSE,FALSE,16-06-2021 02:48
ISSEN HERO,com.rebuild.sword,Role Playing,4.2,642,"10,000+",10000,17169,TRUE,0,USD,42M,4.4 and up,REBUILD GAMES,http://rebuildgames.com/,rebuildgames@gmail.com,"Dec 18, 2015","May 19, 2020",Teen,http://rebuildgames.com/site/privacypolicy/,TRUE,FALSE,FALSE,16-06-2021 02:48
360 VIEW by IJOY,com.quest.trackface.view,Entertainment,3.6,88,"1,000+",1000,4491,TRUE,0,USD,188M,7.0 and up,Quest Basics,https://www.questbasics.com/,luiz@questbasics.com,"Jan 31, 2021","May 10, 2021",Everyone,https://www.goijoy.com/privacy-policy/,FALSE,FALSE,FALSE,16-06-2021 02:48
eLifetag,com.mototag.lifetag,Sports,4.5,10,100+,100,420,TRUE,0,USD,6.3M,4.1 and up,Mototag,http://www.lifetag.fr,contact@lifetag.fr,"Apr 16, 2015","Jun 22, 2015",Everyone,http://lifetag.fr/FR/cgv.html,FALSE,FALSE,FALSE,16-06-2021 02:48
Jobs.za - Jobs in South Africa published daily,com.jobsinsouthafrica.mzansi,Business,3.8,135,"10,000+",10000,16045,TRUE,0,USD,6.9M,5.0 and up,MzansiDevs,,jobzasouthafrica@gmail.com,"Jul 24, 2019","Jan 02, 2020",Everyone,https://appmainpage.blogspot.com/p/privacy-policy.html,TRUE,FALSE,FALSE,16-06-2021 02:48
Mr Thief,eu.dreamup.mrthieffree,Casual,3.8,52,"1,000+",1000,3837,TRUE,0,USD,8.9M,4.1 and up,Dream-Up,http://www.dream-up.eu,contact@dream-up.eu,"Mar 31, 2014","May 12, 2021",Everyone,http://dream-up.eu/index.php/privacy-policy,TRUE,FALSE,FALSE,16-06-2021 02:48
OvA Zorg,nl.sziss.ovazorg,Finance,0,0,10+,10,29,TRUE,0,USD,52M,5.0 and up,SZISS BV,https://ovazorg.nl/,helpdesk@sziss.nl,"Sep 4, 2020","Feb 18, 2021",Everyone,https://www.sziss.nl/privacy,FALSE,FALSE,FALSE,16-06-2021 02:48
Youlite Vendor,com.youlite.vendor,Business,0,0,5+,5,9,TRUE,0,USD,6.6M,5.0 and up,Discover Websoft,https://www.youlite.in,info@youlite.in,"Dec 15, 2020","Dec 15, 2020",Everyone,https://www.youlite.in/PrivacyPolicy,FALSE,FALSE,FALSE,16-06-2021 02:48
دادحساب | dadhesab,ir.dadhesab.dadhesab,Tools,4.6,347,"10,000+",10000,12761,TRUE,0,USD,11M,4.1 and up,MOHSEN DEHGHANI BANIANI,https://dadhesab.ir,mail@dadhesab.ir,"Jan 15, 2020","Jun 03, 2021",Everyone,,TRUE,FALSE,FALSE,16-06-2021 02:48
MovidaCervecera,com.app.movidacervecera,Food & Drink,,,10+,10,48,TRUE,0,USD,Varies with device,Varies with device,AppStudiosUruguay,http://www.movidacervecera.com,info@movidacervecera.com,,"Jun 10, 2019",Mature 17+,https://movidacervecera.com/politica-de-privacidad-de-la-web/,FALSE,FALSE,FALSE,16-06-2021 02:48
Self Help Guide,com.andromo.dev663679.app679111,Health & Fitness,0,0,50+,50,75,TRUE,0,USD,3.7M,4.1 and up,Everyone Learning Apps,https://l6c6b9457.app-ads-txt.com/app-ads.txt,everyone.learning.apps@gmail.com,"Dec 15, 2017","Jun 02, 2020",Everyone,https://sites.google.com/view/learning-privacy-policy/accueil,TRUE,FALSE,FALSE,16-06-2021 02:48
UANG - pinjaman tunai dana online cepat,com.jeqize.uang,Finance,4.8,17825,"500,000+",500000,692181,TRUE,0,USD,7.8M,4.1 and up,ou hu,,novelgank999@gmail.com,"Feb 23, 2020","Dec 08, 2020",Everyone,http://185.243.57.210/privacy_policy.html,FALSE,FALSE,FALSE,16-06-2021 02:48
KEEZEN - Boardgame,com.brentgames.keezen,Entertainment,2.3,23,"1,000+",1000,3315,TRUE,0,USD,17M,4.4 and up,Ludere Game Studio,,LudereGameStudio@gmail.com,"Apr 6, 2020","Apr 15, 2020",Everyone,,FALSE,FALSE,FALSE,16-06-2021 02:48
Superb Motivation Quotes,com.superb.motivationalquotes,Personalization,0,0,5+,5,5,TRUE,0,USD,5.3M,4.2 and up,Growth Purple Technologies,https://foxijobs.com/,Support@foxijobs.com,"Oct 26, 2019","Oct 26, 2019",Everyone,,TRUE,FALSE,FALSE,16-06-2021 02:48
نكت مضحكة جدا 2021 جديدة تك توك,com.mitdone.self.nokta,Lifestyle,3.9,7,"1,000+",1000,1871,TRUE,0,USD,9.0M,4.1 and up,MitDone,https://www.mitdone.com,Info@mitdone.com,"Apr 12, 2019","Apr 13, 2019",Mature 17+,https://www.mitdone.com/Apps/policy,FALSE,FALSE,FALSE,16-06-2021 02:48
Dragon Craft Mod,stiv.craft.dragon,Entertainment,3.5,5587,"500,000+",500000,624424,TRUE,0,USD,27M,5.0 and up,Coleen game,https://m67d01ce5.app-ads-txt.com/app-ads.txt,ixaba555@gmail.com,"Sep 5, 2019","Mar 21, 2021",Everyone,https://sites.google.com/view/colleengames,TRUE,FALSE,FALSE,16-06-2021 02:48
Drunk 'n' Master - Drinking Game for fun evenings,com.candyflip.drunknmaster,Entertainment,4.8,18,"1,000+",1000,2036,TRUE,0,USD,24M,6.0 and up,Candyflip,https://candyflip-play.com,candyflipfusion@gmail.com,"Mar 1, 2021","Jun 06, 2021",Mature 17+,https://candyflip-play.com/privacy-policy-mobile-games/,TRUE,FALSE,FALSE,16-06-2021 02:48
Flores y Frases de Amor,com.andromo.dev687679.app759038,Entertainment,0,0,500+,500,577,TRUE,0,USD,6.9M,4.1 and up,Mati Apps,,bolivarsanchez1976@gmail.com,"Mar 7, 2018","Jul 31, 2018",Everyone,,TRUE,FALSE,FALSE,16-06-2021 02:48
King.io,com.pandoragamestudio.king.io,Casual,2.7,136,"10,000+",10000,11742,TRUE,0,USD,55M,5.0 and up,Pandora Game Studio,,contact@pandoragamestudio.com.br,"Nov 12, 2020","Jun 01, 2021",Everyone,,TRUE,TRUE,FALSE,16-06-2021 02:48
Club Profesional Shell Colombia,com.tokenforce.shellcps,Tools,0,0,"1,000+",1000,4151,TRUE,0,USD,48M,5.0 and up,Club Profesional Shell,http://CLUBPROFESIONALSHELL.MANEJAPUNTOS.COM,shellcpsapp.altipal@gmail.com,"Dec 20, 2018","Jun 05, 2020",Everyone,http://clubprofesionalshell.manejapuntos.com/index3.php?id_micrositio=1&seccion=1,TRUE,FALSE,FALSE,16-06-2021 02:48
Labosul,com.Neda_Games.Labosul,Action,0,0,10+,10,13,TRUE,0,USD,32M,4.0 and up,Neda Games,http://neda-games.esy.es/,nedagames@ono.com,"Nov 29, 2017","Jul 15, 2019",Everyone,https://nedagames.netlify.com/politica_de_privacidad,TRUE,FALSE,FALSE,16-06-2021 02:48
Armor Mods for Minecraft,arm.mdcl.vus1yj8,Personalization,2.6,202,"100,000+",100000,299984,TRUE,0,USD,41M,5.0 and up,Yaromaaa86,,rosamariazka20@gmail.com,"Feb 26, 2021","Apr 14, 2021",Teen,,FALSE,TRUE,FALSE,16-06-2021 02:48
People Search 🕵️‍♂️ Criminal Records Check App 🔎,com.people.search.background.checks.free,Social,4.5,386,"10,000+",10000,24593,TRUE,0,USD,2.2M,4.4 and up,People Finder Background Checks,,peoplesearch@findpeoplefast.xyz,"Oct 3, 2019","Oct 03, 2019",Everyone,http://privacy.findpeoplefast.xyz,FALSE,FALSE,FALSE,16-06-2021 02:48
Civics Exam Prep,com.civicsexamprep,Education,0,0,"1,000+",1000,1379,TRUE,0,USD,24M,4.1 and up,BackPack 'Em,http://ConstantinKoehler.com,Constantinfakoehler@gmail.com,"Jun 25, 2020","Jun 26, 2020",Everyone,https://civics-exam-prep.flycricket.io/privacy.html,FALSE,FALSE,FALSE,16-06-2021 02:48
WoOrD,com.shex.woord,Word,0,0,100+,100,259,TRUE,0,USD,4.8M,4.1 and up,shotgun.experiments,,shotgun.experiments@gmail.com,"Sep 15, 2016","Sep 15, 2016",Everyone,http://shex.byethost9.com/pp.html,TRUE,TRUE,FALSE,16-06-2021 02:48
Giant Rush!,com.hypercarrot.giantrush,Action,4.1,136000,"50,000,000+",50000000,53411204,TRUE,0,USD,64M,5.0 and up,TapNation,https://www.tap-nation.io,contact+giant-rush@tap-nation.io,"Dec 29, 2020","May 02, 2021",Teen,http://idspe.com/tos/,TRUE,TRUE,FALSE,16-06-2021 02:48
Home Remedies for Hair Loss,com.thomas.HoRHaiLoss,Health & Fitness,0,0,50+,50,84,TRUE,0,USD,13M,4.4 and up,Timshel Digital,https://timshel-digital.business.site,TimshelDigital@gmail.com,"Feb 19, 2019","Feb 19, 2019",Everyone,http://latestprivacypolicy.blogspot.com,TRUE,FALSE,FALSE,16-06-2021 02:48
Radio El Salvador,com.exyu.elsalvador,Music & Audio,4.4,96,"10,000+",10000,21710,TRUE,0,USD,11M,5.0 and up,EX YU,http://ex-yu.site/,appmuzika72@gmail.com,"Mar 21, 2017","Feb 22, 2021",Mature 17+,http://ex-yu.in.rs/privacy-policy,TRUE,FALSE,FALSE,16-06-2021 02:48
App To Make Business Card Pro,com.visiting.business.cards.maker,Business,3.6,12,"1,000+",1000,3141,TRUE,0,USD,10.0M,4.0.3 and up,C.A Apps,http://contentarcade.net/,ca.apps2017@gmail.com,"Jun 20, 2018","May 09, 2019",Everyone,http://contentarcade.net/privacy-policy.php,TRUE,TRUE,FALSE,16-06-2021 02:48
Space Run,com.matokun.SpaceRun,Casual,,,5+,5,6,TRUE,0,USD,Varies with device,Varies with device,Teknologi Game PENS,http://gametech.pens.ac.id,gametech@pens.ac.id,,"Jan 22, 2018",Everyone,,FALSE,FALSE,FALSE,16-06-2021 02:48
Air Command and Staff College,com.m360mobile.acsc,Education,0,0,500+,500,730,TRUE,0,USD,56M,6.0 and up,Straxis Technology,http://www.u360mobile.com/,android@straxis.com,"Apr 3, 2018","Nov 14, 2019",Everyone,http://www.m360mobile.com/legal/en/privacy/,FALSE,FALSE,FALSE,16-06-2021 02:48
Plymouth State Link,edu.psu.link.android,Education,0,0,5+,5,8,TRUE,0,USD,16M,5.0 and up,University System of New Hampshire,,web.apps@inh.edu,"Oct 2, 2020","Oct 02, 2020",Everyone,https://www.usnh.edu/about/privacy-policy,FALSE,FALSE,FALSE,16-06-2021 02:48
Géants disparus VR,fr.francetv.nve.gdvr,Entertainment,2.8,31,"1,000+",1000,2879,TRUE,0,USD,34M,4.4 and up,France Télévisions,http://www.francetelevisions.fr,nouvellesecritures-android@francetv.fr,,"Oct 25, 2018",Everyone,http://www.francetv.fr/confidentialite,FALSE,FALSE,FALSE,16-06-2021 02:48
Cottage Kitchen,com.app.cottagekitchen,Business,0,0,0+,0,0,TRUE,0,USD,37M,5.0 and up,COTTAGE KITCHEN,,Richardridge61@gmail.com,"May 25, 2021","May 25, 2021",Everyone,https://appcdn.media/privacy/?app=CottageKitchen,FALSE,TRUE,FALSE,16-06-2021 02:48
Report Runner,com.knownkeep.webportal,Business,0,0,10+,10,20,TRUE,0,USD,35M,5.0 and up,Known Keep LLC,https://jeff-net.com/products/crystal-reports-web-portal,support@jeff-net.com,"Nov 6, 2020","Nov 06, 2020",Everyone,https://jeff-net.com/privacy,FALSE,FALSE,FALSE,16-06-2021 02:48
Mitt Västerås,se.vasteras.app,Tools,0,0,"5,000+",5000,8633,TRUE,0,USD,Varies with device,Varies with device,Västerås stad,http://www.vasteras.se/,appadmin@vasteras.se,"Sep 14, 2015","Jun 03, 2021",Everyone,https://emc.evado.se/policy/emc_en.html,FALSE,FALSE,FALSE,16-06-2021 02:48
SimpleCalc - Canadian Mortgage,com.n2d.SimpleCanadianMortgage,Finance,0,0,500+,500,562,TRUE,0,USD,2.3M,4.3 and up,"Black Digital Agency, Inc.",http://simplecalc.co,info@simplecalc.co,"Mar 9, 2016","Mar 10, 2016",Everyone,,FALSE,FALSE,FALSE,16-06-2021 02:48
Event Calendar,com.nightowlstudios.mynotepad,Productivity,4.1,9,100+,100,324,TRUE,0,USD,2.8M,5.0 and up,faizahammed,,faizahmmd37@gmail.com,"Sep 1, 2020","Sep 06, 2020",Everyone,,FALSE,FALSE,FALSE,16-06-2021 02:48
